ASSET_UNIT_ID,ASSET_UNIT_NAME,ASSET_UNIT_PROJECT,ASSET_STATUS_ACTIVITY,ASSET_STATUS_ACTIVITY_ACCURACY,ASSET_VALUECHAIN_SEGMENT2,ASSET_STATUS_LIFECYCLE1,ASSET_STATUS_LIFECYCLE_ACCURACY,ASSET_OWNERSHIP_PROMOTER,ASSET_UNIT_SCOPE,ASSET_CAPACITY_YEAR,ASSET_CAPACITY_YEAR_ACCURACY,ASSET_CARBON_INTENSITY,ASSET_LOCATION_GPS-ACCURACY,ASSET_LOCATION_GPS-LONGITUDE,ASSET_LOCATION_GPS-LATITUDE
ASFR230090,Engie EAS-HyMob Douains - Hydrogen refueling station,EAS-HyMob Douains,active,reported,refueling,operational,reported,TBC,,-,-,,Nearest known address,1.42562,49.06586
ASFR230091,Spie EAS-HyMob Cherbourg-en-Cotentin - Hydrogen refueling station,EAS-HyMob Cherbourg-en-Cotentin,active,reported,refueling,operational,reported,Spie,,-,-,,Exact site location,-1.59867,49.64566
ASFR230093,Spie EAS-HyMob Cherbourg-en-Cotentin Extension - Hydrogen refueling station,EAS-HyMob Cherbourg-en-Cotentin,active,reported,refueling,operational,reported,Spie,,-,-,,Exact site location,-1.59867,49.64566
ASFR230095,Chereau H2 ColdChain Ducey - Hydrogen refueling station,H2 ColdChain,active,estimated,refueling,development,reported,Chereau, H2Coldchain propose d’intégrer une station de production et de distribution sur chaque site industriel de la chaîne logistique du froid,-,-,,Nearest known address,-1.28939,48.62731
ASFR230096,EAS-HyMob Alençon - Hydrogen refueling station,EAS-HyMob Alençon,active,estimated,refueling,development,reported,,,-,-,,Nearest city center,0.12629,48.45724
ASFR230097,Falaise - Hydrogen refueling station,Falaise H2,active,unless stated otherwise,refueling,development,estimated,,,-,-,,Nearest city center,-0.20199,48.93164
ASFR230098,Valorem Armor H2 Saint-Brieuc Les châtelets - Hydrogen refueling station,Armor H2,active,reported,refueling,development,reported,Valorem,"Armor H2 is a 4MW renewable hydrogen production site located at the Châtelets site in Trégueux, west of Saint-Brieuc (Côtes-d’Armor), using wind and solar as power sources, and supplying 2 refueling stations at Châtelets and Plaines Villes in Ploufragan. ",-,-,,Nearest known address,-2.82038,48.47502
ASFR230099,EAS-HyMob Vernon - Hydrogen refueling station,EAS-HyMob Vernon,active,reported,refueling,operational,reported,TBC,,-,-,,Nearest city center,1.48994,49.09182
ASFR230100,Syndicat des énergies du Calvados Bayeux - Hydrogen refueling station,Bayeux H2,active,estimated,refueling,development,reported,Syndicat des énergies du Calvados,,-,-,,Nearest city center,-0.70535,49.30955
ASFR230101,Trifyl Hydro'Tarn Albi - Hydrogen refueling station,Hydro'Tarn Albi,active,estimated,refueling,construction,reported,Trifyl,"Hydro’Tarn : projet porté par le Conseil Départemental du Tarn, qui comprend le déploiement de 2 stations de distribution d’hydrogène et 2 unités de production (électrolyse et vapéroformage) à Saint-Sulpice-Lapointe et à Albi
Trifyl est également partie prenante du projet",-,-,,Nearest city center,2.13559,43.95531
ASFR230102,GRHYD Dunkerque - Hythane Injection Unit ,GRHYD,active,unless stated otherwise,grid injection,terminated,estimated,Communauté urbaine de Dunkerque,100 logements alimentés par un mélange d’hydrogène et de gaz naturel,-,-,,Nearest known address,2.37127,50.99732
ASFR230103,GRHYD  Dunkerque - Hythane Refueling Station ,GRHYD,active,reported,refueling,operational,reported,Communauté urbaine de Dunkerque,,-,-,,Nearest city center,2.3662,51.01066
ASFR230104,Hynamics/CUD SHYMED Dunkerque - Hydrogen refueling station,SHYME,active,reported,refueling,construction,reported,Hynamics,"In Dunkirk, as part of the development of low-carbon industrial zones (ZIBAC) supported by the France 2030 plan, Hynamics is leading a project named Shymed, for ""Système hydrogène pour la mobilité électrique du Dunkerquois"". In partnership with the urban community and the Caisse des dépôts et consignations, a hydrogen production, storage and distribution unit will be built.

A 1MW electrolyzer (initially 1.25MW) will be installed near the CUD energy recovery center, using renewable energy to produce 500kg/d of hydrogen. 
This production is used to power a line of 10 buses, as well as 4 refuse collection vehicles and 3 heavy-duty waste collection vehicles, via a distribution station with two charging points. The hydrogen will also power other types of heavy-duty trucks, as well as the cooling systems at the Gravelines nuclear power plant.

The Communauté Urbaine de Dunkerque (CUD), EDF, Hynamics, Dalkia Wastenergy and Transdev are collaborating on this project, which will avoid the emission of 1,200T of CO2 by 2025 and around 2,200T/year in the medium term.",-,-,,Exact site location,2.31664,51.00270
ASFR230105,Engie/CUD AltHytude Dunkerque - Hythane Refueling Station,AltHytude,inactive,reported,refueling,terminated,reported,Engie Solutions,,-,-,,Nearest known address,2.37127,50.99732
ASFR230106,Engie Sequedin - Hydrogen refueling station,Lille Sequedin H2,active,estimated,refueling,development,reported,Engie Solutions,,-,-,,Nearest city center,2.99516,50.62453
ASFR230107,Engie Lomme - Hydrogen refueling station,Lille Lomme H2,active,estimated,refueling,development,reported,Engie Solutions,,-,-,,Nearest city center,2.98730,50.65686
ASFR230108,Air Liquide Saint-Lô Agglomération - Hydrogen refueling station,Air Liquide Saint-Lô,active,reported,refueling,operational,reported,Conseil Général de la Manche,,-,-,,Nearest known address,-1.11803,49.10166
ASFR230109,Syndicat des énergies du Calvados EAS-HyMob Caen - Hydrogen refueling station,EAS-HyMob Caen,active,estimated,refueling,development,reported,Syndicat des énergies du Calvados,,-,-,,Nearest city center,-0.40020,49.2609
ASFR230110,Engie/CNR Chevilly-Larue (MIN Rungis) - CNG Refueling Station,MIM Rungis,active,unless stated otherwise,refueling,operational,estimated,Engie Solutions,"Située au cœur du Marché International de Rungis, cette station alimentera notamment la flotte de 50 véhicules utilitaires Renault Kangoo Z.E. roulant à l’hydrogène récemment mis à disposition en location longue durée par Alphabet, leader de solutions de mobilité destinées aux entreprises.
Cette station dispose d’une capacité de ravitaillement provisoire de 20 kg/jour en hydrogène qui devrait rapidement monter à 80 kg/jour. Un dimensionnement permettant de répondre aux besoins immédiats des véhicules présents dans le sud de Paris. L’installation définitive produira de l’hydrogène renouvelable sur site avec un électrolyseur alimenté uniquement en électricité d’origine renouvelable. La station hydrogène est conçue, fabriquée et intégrée par McPhy, leader des équipements de production, stockage et distribution d’hydrogène au service de la transition énergétique. L’ensemble du projet a reçu le soutien financier du Fuel Cells and Hydrogen Joint Undertaking (FCH JU) européen",-,-,,Nearest city center,2.36029,48.76223
ASFR230111,Qair/Hyd'Occ/Proviridis Narbonne - CNG Refueling Station,Hyd'Occ Narbonne,active,estimated,refueling,construction,reported,Qair,,-,-,,Nearest city center,3.00208,43.18285
ASFR230112,Seven Béziers Méridienne - CNG Refueling Station,Seven Béziers,active,unless stated otherwise,refueling,development,estimated,Seven,,-,-,,Nearest known address,3.28350,43.33829
ASFR230113,Renault Technical Center Aubevoye - Hydrogen refueling station,Renault Aubevoye,active,unless stated otherwise,refueling,terminated,estimated,Renault,,-,-,,Nearest city center,1.33325,49.18139
ASFR230114,SyDEV Les Sables-d'Olonne - CNG Refueling Station,SyDev Les Sables-d'Olonnes,active,reported,refueling,development,estimated,SyDEV,,-,-,,Nearest known address,-1.76095,46.51478
ASFR230115,CC  Entre Bièvre et Rhône Chanas-Sablon - CNG Refueling Station,Chanas-Sablon,active,unless stated otherwise,refueling,development,estimated,CC  Entre Bièvre et Rhône,,-,-,,Nearest city center,4.80543,45.33089
ASFR230116,"Hynamics HyBer Déols ""L'escale"" - Hydrogen refueling station",HyBer,active,reported,refueling,construction,reported,Hynamics,"Deux stations hydrogène vont ainsi être mises en place autour de Châteauroux : la première sera posée sur le site de dépôt des bus, à savoir au cœur de la zone industrielle du Buxerioux, dans les locaux de l’ex-usine Cérabati, et la seconde aux abords du restaurant l’Escale, à Déols.",-,-,,Nearest known address,1.71192,46.85278
ASFR230117,Engie/CNR Chevilly-Larue (MIN Rungis) - Hydrogen refueling Station,MIM Rungis,active,reported,refueling,operational,reported,Engie Solutions,"Située au cœur du Marché International de Rungis, cette station alimentera notamment la flotte de 50 véhicules utilitaires Renault Kangoo Z.E. roulant à l’hydrogène récemment mis à disposition en location longue durée par Alphabet, leader de solutions de mobilité destinées aux entreprises.
Cette station dispose d’une capacité de ravitaillement provisoire de 20 kg/jour en hydrogène qui devrait rapidement monter à 80 kg/jour. Un dimensionnement permettant de répondre aux besoins immédiats des véhicules présents dans le sud de Paris. L’installation définitive produira de l’hydrogène renouvelable sur site avec un électrolyseur alimenté uniquement en électricité d’origine renouvelable. La station hydrogène est conçue, fabriquée et intégrée par McPhy, leader des équipements de production, stockage et distribution d’hydrogène au service de la transition énergétique. L’ensemble du projet a reçu le soutien financier du Fuel Cells and Hydrogen Joint Undertaking (FCH JU) européen",-,-,,Nearest city center,2.35475,48.76108
ASFR230118,Air Liquide Paris Alma - H2 Mobile Refueling station,Air Liquide Paris Alma,inactive,reported,refueling,terminated,reported,Air Liquide,"The first hydrogen station has been installed in the heart of the French capital, Paris, on the parking area of Pont de l'Alma.
Created by Air Liquide, it supplies the first fleet of hydrogen-powered electric cabs to be operated by the Société du cab électrique Parisien (STEP). This start-up already has some Hyundai ix35 cars and should have 70 vehicles within a year, then several hundred cabs within five years.",-,-,,Nearest known address,2.30211,48.86478
ASFR230119,Engie MHyRABEL Audun-Le-Roman - Hydrogen refueling station,MHyRABEL,active,reported,refueling,operational,reported,Engie Solutions,SODEGER Haut Lorraine associée à Engie Green et  CEA Tech de Lorraine dans le cadre du projet MHYRABEL,-,-,,Nearest city center,5.89539,49.37970
ASFR230120,UTBM demo - Hydrogen refueling station,UTBM Demo,inactive,reported,refueling,terminated,reported,UTBM,"Station arrêtée 4 octobre 2016 à l’issue de l’expérimentation et après 400 pleins, L'UTMB mets en vente la station.",-,-,,Estimated site location,6.84456,47.64288
ASFR230121,Hynamics H2NFC Danjoutin - 1MW Hydrogen refueling station,H2NFC Danjoutin,active,reported,refueling,construction,estimated,Hynamics,"La ville de Belfort compte actuellement une seule station de ravitaillement en hydrogène. D’une capacité d’1 MW, elle peut produire environ 400 kg d’H2 par jour. S’il n’est pas prévu d’installer de nouvelles stations à court terme, la ville compte doubler la capacité de cette dernière dès 2025 pour atteindre 2 MW (environ 800 kg d’H2 par jour).
Fourniture par McPhy à une filiale d'Eiffage d'un électrolyseur de 1 MW et d’une station de recharge capable de distribuer jusqu’à 800 kg/jour, afin d’avitailler une flotte de bus à hydrogène.",-,-,,Exact site location,6.85928,47.62253
ASFR230122,Hynamics AuxHYGen Auxerre - Hydrogen refueling station,AuxHYGen,active,reported,refueling,operational,reported,Hynamics,,-,-,,Exact site location,3.58814,47.80640
ASFR230123,AVIA Chamboeuf - Hydrogen refueling station,AVIA Chamboeuf,active,unless stated otherwise,refueling,development,estimated,Thevenin-Ducrot,,-,-,,Nearest city center,4.90559,47.21551
ASFR230124,Engie DMSE Dijon sud - Hydrogen refueling station,DMSE Dijon sud,active,unless stated otherwise,refueling,development,estimated,Engie,,-,-,,Nearest known address,5.02509,47.29990
ASFR230125,DMSE Dijon nord - Hydrogen refueling station,DMSE Dijon nord,active,reported,refueling,operational,estimated,Dijon Métropole,,-,-,,Exact site location,5.04045,47.36592
ASFR230127,GRTGaz Jupiter-1000 Power-to-gas - SNG Injection Unit,Jupiter-1000,active,unless stated otherwise,grid injection,operational,estimated,GRTgaz,"The Jupiter 1000 project is the first industrial demonstrator of Power to Gas with a power rating of 1 MWe for electrolysis and a methanation process with carbon capture. Green hydrogen will be produced using two electrolysers involving different technologies, from 100% renewable energy. The installation will be based on an innovative methanation technology and CO2 will be captured on a nearby industrial site. In the light of the performance levels shown by the demonstrator, GRTgaz and its partners will work on future technical and economic standards of a full-sized installation of this type. Over the longer term, the idea is to launch the Power to Gas activity in France. More than 15 TWh of gas could be produced each year using the Power to Gas system by 2050.",-,-,,Nearest city center,4.83915,43.45653
ASFR230128,McPhy Nantes Bêle - Hydrogen refueling station,McPhy Nantes,active,unless stated otherwise,refueling,development,estimated,McPhy,,-,-,,Nearest known address,-1.51138,47.26529
ASFR230130,Engie LHyMO Limoges - Hydrogen refueling station,LHyMO,active,unless stated otherwise,refueling,development,estimated,Engie Solutions,"Station de distribution de 400 kg/jour, pour alimenter des BOM et 13 bus H2 (5 en 2025, 8 en 2026, 11 en 2027, 13 en 2028)",-,-,,Nearest city center,1.27482,45.88363
ASFR230131,Bordeaux - Plans for hydrogen refueling station,Bordeaux H2,active,unless stated otherwise,refueling,predevelopment,estimated,,"Station de distribution de 270 kg/jour, prévue pour des Bus et BOM",-,-,,Nearest city center,-0.58003,44.84122
ASFR230132,Seven Perpignan - Hydrogen refueling station,Seven Perpignan,active,unless stated otherwise,refueling,development,estimated,Seven,,-,-,,Nearest city center,2.89058,42.75680
ASFR230133,VINCI Toulouse Croix-Daurade - Hydrogen refueling station,VINCI Croix-Daurade,active,estimated,refueling,development,reported,VINCI,,-,-,,Nearest city center,1.41089,43.68603
ASFR230134,Trifyl VaBHyoGaz Labessière-Candeil - Hydrogen refueling station,VaBHyoGaz,active,reported,refueling,operational,reported,Trifyl,,-,-,,Nearest city center,2.01224,43.84061
ASFR230135,Eveer'Hy'Pôle H2PYR Albi Le Sequestre - Hydrogen refueling station,H2PYR Albi Le Sequestre,active,reported,refueling,operational,reported,SEM Eveer'Hy'Pôle,,-,-,,Nearest known address,2.11414,43.90895
ASFR230136,Seven Albi Saint-Juery - Hydrogen refueling station,Seven Albi,active,unless stated otherwise,refueling,development,estimated,Seven,,-,-,,Nearest city center,2.20904,43.96193
ASFR230137,Seven Béziers Méridienne - Hydrogen refueling Station,Seven Béziers,active,estimated,refueling,development,reported,Seven,,-,-,,Nearest known address,3.28350,43.33829
ASFR230138,Engie Aurillac - Hydrogen refueling station,Engie Aurillac,active,estimated,refueling,operational,reported,Engie,Station de distribution de 2 kg/jour,-,-,,Exact site location,2.44825,44.90297
